evidence_id,evidence_type,quantity,value,units,meaning,engineering_use
CSV::phase2_upper_trunnion_sizing.csv::row7,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=36.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=186.67580009574715 ; MS_limit_yield=7.12638809755695 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=280.0137001436206 ; MS_ultimate=5.649674637508699 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=113.21191274221866 ; MS_ultimate_bearing=2.6540804546961008 ; ultimate_tau_transverse_MPa=106.77472906555516 ; MS_ultimate_shear=9.068170723908487 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row8,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=38.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=159.13659012888462 ; MS_limit_yield=8.532691373940981 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=238.7048851933268 ; MS_ultimate=6.800426868063334 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=107.253391018944 ; MS_ultimate_bearing=2.85708492440144 ; ultimate_tau_transverse_MPa=95.83105877351764 ; MS_ultimate_shear=10.217930960898038 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row9,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=40.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=136.7928096537052 ; MS_limit_yield=10.089764175765726 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=205.18921448055775 ; MS_ultimate=8.074551041650532 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=101.8907214679968 ; MS_ultimate_bearing=3.060089394106778 ; ultimate_tau_transverse_MPa=86.48753054309967 ; MS_ultimate_shear=11.429840399887023 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row10,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=22.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=933.0549124682502 ; MS_limit_yield=0.6258421446890139 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=1399.582368702375 ; MS_ultimate=0.3303968681217069 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=148.2046857716317 ; MS_ultimate_bearing=1.7913114584484102 ; ultimate_tau_transverse_MPa=285.9091918780155 ; MS_ultimate_shear=2.760026720965824 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row11,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=24.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=720.3244757123051 ; MS_limit_yield=1.1059953550792354 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=1080.4867135684574 ; MS_ultimate=0.7232974516183419 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=135.85429529066238 ; MS_ultimate_bearing=2.045067045580084 ; ultimate_tau_transverse_MPa=240.24314039749908 ; MS_ultimate_shear=3.474742543959328 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row12,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=26.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=567.8403730389102 ; MS_limit_yield=1.6715254357161573 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=851.760559558365 ; MS_ultimate=1.1860603653278343 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=125.40396488368836 ; MS_ultimate_bearing=2.2988226327117576 ; ultimate_tau_transverse_MPa=204.7042143031945 ; MS_ultimate_shear=4.251607568952267 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row13,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=28.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=455.6741636669488 ; MS_limit_yield=2.329133229306307 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=683.511245500423 ; MS_ultimate=1.7241687861869242 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=116.44653882056777 ; MS_ultimate_bearing=2.552578219843431 ; ultimate_tau_transverse_MPa=176.50516437367276 ; MS_ultimate_shear=5.090621795944643 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row14,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=30.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=371.31689204080897 ; MS_limit_yield=3.0854591657879027 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=556.9753380612133 ; MS_ultimate=2.3430564564698204 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=108.68343623252991 ; MS_ultimate_bearing=2.806333806975105 ; ultimate_tau_transverse_MPa=153.7556098543994 ; MS_ultimate_shear=5.991785224936451 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row15,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=32.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=306.6452920345098 ; MS_limit_yield=3.947083941628809 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=459.9679380517645 ; MS_ultimate=3.048108239645285 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=101.8907214679968 ; MS_ultimate_bearing=3.060089394106778 ; ultimate_tau_transverse_MPa=135.13676647359324 ; MS_ultimate_shear=6.955097855927694 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row16,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=34.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=256.22709580886914 ; MS_limit_yield=4.920529189979173 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=384.3406437133036 ; MS_ultimate=3.8446606687502634 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=95.89714961693817 ; MS_ultimate_bearing=3.3138449812384527 ; ultimate_tau_transverse_MPa=119.70592462712756 ; MS_ultimate_shear=7.980559688918376 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row17,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=36.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=216.3354470584014 ; MS_limit_yield=6.012258141822104 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=324.503170587602 ; MS_ultimate=4.73800248739739 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=90.56953019377492 ; MS_ultimate_bearing=3.5676005683701257 ; ultimate_tau_transverse_MPa=106.77472906555516 ; MS_ultimate_shear=9.068170723908487 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row18,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=38.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=184.35528980612617 ; MS_limit_yield=7.228676278263157 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=276.53293470918913 ; MS_ultimate=5.733375183531534 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=85.80271281515519 ; MS_ultimate_bearing=3.8213561555018 ; ultimate_tau_transverse_MPa=95.83105877351764 ; MS_ultimate_shear=10.217930960898038 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row19,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=25.0 ; journal_diameter_mm=40.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=158.4146922894802 ; MS_limit_yield=8.576131974096818 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=237.6220384342202 ; MS_ultimate=6.835973516048465 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=81.51257717439744 ; MS_ultimate_bearing=4.075111742633473 ; ultimate_tau_transverse_MPa=86.48753054309967 ; MS_ultimate_shear=11.429840399887023 ; root_lever_mm=17.5 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row20,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=22.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=1063.0136360491665 ; MS_limit_yield=0.4270748262817541 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=1594.5204540737493 ; MS_ultimate=0.1677492096403545 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=123.50390480969308 ; MS_ultimate_bearing=2.3495737501380924 ; ultimate_tau_transverse_MPa=285.9091918780155 ; MS_ultimate_shear=2.760026720965824 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row21,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=24.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=820.4257842112629 ; MS_limit_yield=0.8490398878167955 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=1230.638676316894 ; MS_ultimate=0.5130354959854422 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=113.21191274221866 ; MS_ultimate_bearing=2.6540804546961008 ; ultimate_tau_transverse_MPa=240.24314039749908 ; MS_ultimate_shear=3.474742543959328 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row22,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=26.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=646.5727631555234 ; MS_limit_yield=1.34621698661796 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=969.859144733285 ; MS_ultimate=0.919866415769124 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=104.5033040697403 ; MS_ultimate_bearing=2.958587159254109 ; ultimate_tau_transverse_MPa=204.7042143031945 ; MS_ultimate_shear=4.251607568952267 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row23,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=28.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=518.7117223718319 ; MS_limit_yield=1.9245531469068244 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=778.0675835577478 ; MS_ultimate=1.3931083100595507 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=97.03878235047311 ; MS_ultimate_bearing=3.2630938638121174 ; ultimate_tau_transverse_MPa=176.50516437367276 ; MS_ultimate_shear=5.090621795944643 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row24,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=30.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=422.5687619922754 ; MS_limit_yield=2.5899482792997626 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=633.8531429884129 ; MS_ultimate=1.9375889677240876 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=90.56953019377492 ; MS_ultimate_bearing=3.5676005683701257 ; ultimate_tau_transverse_MPa=153.7556098543994 ; MS_ultimate_shear=5.991785224936451 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row25,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=32.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=348.8755315575076 ; MS_limit_yield=3.348255646440892 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=523.3132973362614 ; MS_ultimate=2.5580980064482275 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=84.908934556664 ; MS_ultimate_bearing=3.872107272928134 ; ultimate_tau_transverse_MPa=135.13676647359324 ; MS_ultimate_shear=6.955097855927694 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row26,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=34.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=291.4347206992008 ; MS_limit_yield=4.205282323123554 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=437.15208104880105 ; MS_ultimate=3.259387249244588 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=79.91429134744847 ; MS_ultimate_bearing=4.176613977486142 ; ultimate_tau_transverse_MPa=119.70592462712756 ; MS_ultimate_shear=7.980559688918376 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row27,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=36.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=245.9950940210556 ; MS_limit_yield=5.16678965097635 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=368.9926410315833 ; MS_ultimate=4.046171096514158 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=75.47460849481244 ; MS_ultimate_bearing=4.481120682044151 ; ultimate_tau_transverse_MPa=106.77472906555516 ; MS_ultimate_shear=9.068170723908487 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row28,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=38.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=209.57398948336763 ; MS_limit_yield=6.238493687788452 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=314.36098422505137 ; MS_ultimate=4.923126893720985 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=71.502260679296 ; MS_ultimate_bearing=4.785627386602159 ; ultimate_tau_transverse_MPa=95.83105877351764 ; MS_ultimate_shear=10.217930960898038 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row29,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=30.0 ; journal_diameter_mm=40.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=180.03657492525508 ; MS_limit_yield=7.426065651547779 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=270.05486238788257 ; MS_ultimate=5.894895294740483 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=67.92714764533119 ; MS_ultimate_bearing=5.090134091160168 ; ultimate_tau_transverse_MPa=86.48753054309967 ; MS_ultimate_shear=11.429840399887023 ; root_lever_mm=20.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2e2_e3_upper_head_interface.csv,UPPER_BRACE_OR_LINK_SOURCE,table_schema,interface_requirement | value | units | classification,,Candidate prior source for upper moment-reaction brace/link sizing.,Could constrain the E3 load path if the source explicitly says the member connects the strut/head to the airframe.
CSV::phase2e2_e3_upper_head_interface.csv::row0,UPPER_BRACE_OR_LINK_ROW,row,interface_requirement=minimum_pressure_closure_inner_face_above_U ; value=502.08688765136714 ; units=mm ; classification=WORKING_E2_TO_E3_INTERFACE,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2e2_e3_upper_head_interface.csv::row1,UPPER_BRACE_OR_LINK_ROW,row,"interface_requirement=E3_attachment_location_rule ; value=Place trunnion / upper attachment in solid head at or above the pressure closure, unless E3 deliberately designs and checks a pressure-penetrating boss. ; units=- ; classification=ARCHITECTURE_RULE",,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2e2_e3_upper_head_interface.csv::row2,UPPER_BRACE_OR_LINK_ROW,row,"interface_requirement=solid_head_axial_length ; value=TBD by E3 from trunnion diameter, bearing, edge-distance, local stress and manufacturing requirements. ; units=- ; classification=NOT_YET_SIZED",,Raw source row.,Use only after confirming load-path semantics from the producing script.
TEXT::phase2_bushing_load_transfer.py,SOURCE_SEMANTICS,keyword_hits,bearing=10 ; reaction=28 ; h_u=1 ; hu_=6 ; upper bushing=2 ; guide=1 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_bushing_material_gland.py,SOURCE_SEMANTICS,keyword_hits,bearing=12 ; reaction=7 ; h_u=10 ; hu_=6 ; guide=2,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_internal_loads.py,SOURCE_SEMANTICS,keyword_hits,internal=7,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_packaging_overlap.py,SOURCE_SEMANTICS,keyword_hits,bearing=1 ; reaction=7 ; h_u=3 ; hu_=23 ; upper bushing=1 ; guide=14 ; datum u=1 ; structural datum=2,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_traceability_audit_v01.py,SOURCE_SEMANTICS,keyword_hits,link=2 ; attachment=1 ; trunnion=1 ; bearing=2 ; hu_=4 ; guide=11 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_traceability_audit_v02.py,SOURCE_SEMANTICS,keyword_hits,link=2 ; attachment=1 ; trunnion=1 ; bearing=2 ; hu_=4 ; guide=11 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_traceability_audit_v03.py,SOURCE_SEMANTICS,keyword_hits,link=2 ; attachment=1 ; trunnion=1 ; bearing=2 ; hu_=4 ; guide=11 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_traceability_audit_v04.py,SOURCE_SEMANTICS,keyword_hits,link=2 ; attachment=1 ; trunnion=1 ; bearing=2 ; hu_=4 ; guide=11 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_traceability_summary.txt,SOURCE_SEMANTICS,keyword_hits,link=2,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_traceability_v1_freeze_update.py,SOURCE_SEMANTICS,keyword_hits,bearing=2 ; h_u=2 ; guide=7,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_upper_brace_sizing.py,SOURCE_SEMANTICS,keyword_hits,upper brace=1 ; moment-reaction=2 ; brace=45 ; link=11 ; airframe=1 ; attachment=1 ; trunnion=4 ; lug=2 ; bearing=20 ; reaction=2 ; h_u=2 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2_upper_trunnion_sizing.py,SOURCE_SEMANTICS,keyword_hits,moment reaction=1 ; brace=16 ; link=5 ; airframe=2 ; attachment=5 ; trunnion=30 ; lug=1 ; bearing=70 ; reaction=41 ; h_u=3 ; datum u=1 ; internal=4,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e1_lower_end_architecture.py,SOURCE_SEMANTICS,keyword_hits,guide=13 ; structural datum=1 ; external=1 ; internal=6,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_metering_upper_head_layout_v01.py,SOURCE_SEMANTICS,keyword_hits,attachment=5 ; trunnion=4 ; bearing=1 ; h_u=5 ; internal=5,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_metering_upper_head_layout_v02.py,SOURCE_SEMANTICS,keyword_hits,attachment=5 ; trunnion=4 ; bearing=1 ; h_u=5 ; internal=5,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_metering_upper_head_layout_v03.py,SOURCE_SEMANTICS,keyword_hits,attachment=5 ; trunnion=4 ; bearing=1 ; h_u=5 ; internal=5,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_metering_upper_head_layout_v04.py,SOURCE_SEMANTICS,keyword_hits,attachment=5 ; trunnion=4 ; bearing=1 ; h_u=5 ; internal=5,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_oleo_cavity_packaging_v01.py,SOURCE_SEMANTICS,keyword_hits,trunnion=1 ; hu_=16 ; guide=13 ; internal=24,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_oleo_cavity_packaging_v02.py,SOURCE_SEMANTICS,keyword_hits,hu_=16 ; guide=13 ; internal=27,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2_oleo_cavity_packaging_v03.py,SOURCE_SEMANTICS,keyword_hits,trunnion=3 ; hu_=16 ; guide=13 ; internal=31,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2b_upper_head_closure_audit_v01.py,SOURCE_SEMANTICS,keyword_hits,attachment=2 ; trunnion=2 ; external=1 ; internal=1,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
TEXT::phase2e2b_upper_head_closure_audit_v02.py,SOURCE_SEMANTICS,keyword_hits,attachment=2 ; trunnion=2 ; external=1 ; internal=1,,Source-code/text terminology relevant to the upper attachment load path.,Review snippets before promoting any internal reaction or previous brace load to E3 external attachment design input.
